corpus,experiment,condition,class,fold,metric,value
sep28k,majority_vote_fixed,vad_zero,Interjection,1,precision,0.6034188034188034
sep28k,mlp_head_degraded,vad_zero,Interjection,1,precision,0.8081936685288641
sep28k,deployment_fixed,vad_zero,Interjection,1,recall,0.6852941176470588
sep28k,deployment_clean_val,vad_zero,Interjection,1,recall,0.711764705882353
sep28k,deployment_deg_val,vad_zero,Interjection,1,recall,0.6926470588235294
sep28k,matched_retraining_fixed,vad_zero,Interjection,1,recall,0.7102941176470589
sep28k,matched_retraining_val,vad_zero,Interjection,1,recall,0.7411764705882353
sep28k,majority_vote_fixed,vad_zero,Interjection,1,recall,0.8444976076555024
sep28k,mlp_head_degraded,vad_zero,Interjection,1,recall,0.638235294117647
sep28k,deployment_fixed,vad_zero,Interjection,1,auc,0.8364066496163682
sep28k,deployment_clean_val,vad_zero,Interjection,1,auc,0.8364066496163682
sep28k,deployment_deg_val,vad_zero,Interjection,1,auc,0.8364066496163682
sep28k,matched_retraining_fixed,vad_zero,Interjection,1,auc,0.8524888107416879
sep28k,matched_retraining_val,vad_zero,Interjection,1,auc,0.8524888107416879
sep28k,majority_vote_fixed,vad_zero,Interjection,1,auc,0.8951335422080814
sep28k,mlp_head_degraded,vad_zero,Interjection,1,auc,0.8383631713554988
sep28k,deployment_fixed,vad_zero,Interjection,1,pr_auc,0.8346944418854879
sep28k,deployment_clean_val,vad_zero,Interjection,1,pr_auc,0.8346944418854879
sep28k,deployment_deg_val,vad_zero,Interjection,1,pr_auc,0.8346944418854879
sep28k,matched_retraining_fixed,vad_zero,Interjection,1,pr_auc,0.8430565392582089
sep28k,matched_retraining_val,vad_zero,Interjection,1,pr_auc,0.8430565392582089
sep28k,majority_vote_fixed,vad_zero,Interjection,1,pr_auc,0.7942351705048327
sep28k,mlp_head_degraded,vad_zero,Interjection,1,pr_auc,0.8320543260666069
sep28k,deployment_fixed,vad_zero,Interjection,1,ece,0.044336982011340106
sep28k,deployment_clean_val,vad_zero,Interjection,1,ece,0.044336982011340106
sep28k,deployment_deg_val,vad_zero,Interjection,1,ece,0.044336982011340106
sep28k,matched_retraining_fixed,vad_zero,Interjection,1,ece,0.03718727484740772
sep28k,matched_retraining_val,vad_zero,Interjection,1,ece,0.03718727484740772
sep28k,majority_vote_fixed,vad_zero,Interjection,1,ece,0.18285725885914464
sep28k,mlp_head_degraded,vad_zero,Interjection,1,ece,0.028611969985067848
sep28k,deployment_fixed,vad_zero,Interjection,1,brier,0.154626893495272
sep28k,deployment_clean_val,vad_zero,Interjection,1,brier,0.154626893495272
sep28k,deployment_deg_val,vad_zero,Interjection,1,brier,0.154626893495272
sep28k,matched_retraining_fixed,vad_zero,Interjection,1,brier,0.15001692167893999
sep28k,matched_retraining_val,vad_zero,Interjection,1,brier,0.15001692167893999
sep28k,majority_vote_fixed,vad_zero,Interjection,1,brier,0.14274277394687643
sep28k,mlp_head_degraded,vad_zero,Interjection,1,brier,0.15468209981918335
sep28k,deployment_fixed,denoise,Block,1,f1,0.5281385281385281
sep28k,deployment_clean_val,denoise,Block,1,f1,0.6187766714082503
sep28k,deployment_deg_val,denoise,Block,1,f1,0.6619964973730298
sep28k,matched_retraining_fixed,denoise,Block,1,f1,0.6398872445384073
sep28k,matched_retraining_val,denoise,Block,1,f1,0.6666666666666666
sep28k,majority_vote_fixed,denoise,Block,1,f1,0.36391912908242613
sep28k,mlp_head_degraded,denoise,Block,1,f1,0.5587248322147651
sep28k,deployment_fixed,denoise,Block,1,precision,0.7126168224299065
sep28k,deployment_clean_val,denoise,Block,1,precision,0.6406480117820325
sep28k,deployment_deg_val,denoise,Block,1,precision,0.5750507099391481
sep28k,matched_retraining_fixed,denoise,Block,1,precision,0.6560693641618497
sep28k,matched_retraining_val,denoise,Block,1,precision,0.5711481844946026
sep28k,majority_vote_fixed,denoise,Block,1,precision,0.2733644859813084
sep28k,mlp_head_degraded,denoise,Block,1,precision,0.7161290322580646
sep28k,deployment_fixed,denoise,Block,1,recall,0.4195323246217332
sep28k,deployment_clean_val,denoise,Block,1,recall,0.5983493810178817
sep28k,deployment_deg_val,denoise,Block,1,recall,0.7799174690508941
sep28k,matched_retraining_fixed,denoise,Block,1,recall,0.624484181568088
sep28k,matched_retraining_val,denoise,Block,1,recall,0.8005502063273727
sep28k,majority_vote_fixed,denoise,Block,1,recall,0.5441860465116279
sep28k,mlp_head_degraded,denoise,Block,1,recall,0.4580467675378267
sep28k,deployment_fixed,denoise,Block,1,auc,0.7179467787247251
sep28k,deployment_clean_val,denoise,Block,1,auc,0.7179467787247251
sep28k,deployment_deg_val,denoise,Block,1,auc,0.7179467787247251
sep28k,matched_retraining_fixed,denoise,Block,1,auc,0.7257791832303666
sep28k,matched_retraining_val,denoise,Block,1,auc,0.7257791832303666
sep28k,majority_vote_fixed,denoise,Block,1,auc,0.7484039963059358
sep28k,mlp_head_degraded,denoise,Block,1,auc,0.737415133194994
sep28k,deployment_fixed,denoise,Block,1,pr_auc,0.6707655588201091
sep28k,deployment_clean_val,denoise,Block,1,pr_auc,0.6707655588201091
sep28k,deployment_deg_val,denoise,Block,1,pr_auc,0.6707655588201091
sep28k,matched_retraining_fixed,denoise,Block,1,pr_auc,0.6727209502499409
sep28k,matched_retraining_val,denoise,Block,1,pr_auc,0.6727209502499409
sep28k,majority_vote_fixed,denoise,Block,1,pr_auc,0.31262830974338357
sep28k,mlp_head_degraded,denoise,Block,1,pr_auc,0.6935774971500205
sep28k,deployment_fixed,denoise,Block,1,ece,0.06963623935094025
sep28k,deployment_clean_val,denoise,Block,1,ece,0.06963623935094025
sep28k,deployment_deg_val,denoise,Block,1,ece,0.06963623935094025
sep28k,matched_retraining_fixed,denoise,Block,1,ece,0.035341542696325154
sep28k,matched_retraining_val,denoise,Block,1,ece,0.035341542696325154
sep28k,majority_vote_fixed,denoise,Block,1,ece,0.2524559342608509
sep28k,mlp_head_degraded,denoise,Block,1,ece,0.07797592002898453
sep28k,deployment_fixed,denoise,Block,1,brier,0.21724385249976336
sep28k,deployment_clean_val,denoise,Block,1,brier,0.21724385249976336
sep28k,deployment_deg_val,denoise,Block,1,brier,0.21724385249976336
sep28k,matched_retraining_fixed,denoise,Block,1,brier,0.2107684456470384
sep28k,matched_retraining_val,denoise,Block,1,brier,0.2107684456470384
sep28k,majority_vote_fixed,denoise,Block,1,brier,0.17556969106446427
sep28k,mlp_head_degraded,denoise,Block,1,brier,0.2115049511194229
sep28k,deployment_fixed,denoise,Prolongation,1,f1,0.5488372093023256
sep28k,deployment_clean_val,denoise,Prolongation,1,f1,0.5671641791044776
sep28k,deployment_deg_val,denoise,Prolongation,1,f1,0.5699899295065458
sep28k,matched_retraining_fixed,denoise,Prolongation,1,f1,0.5564853556485355
sep28k,matched_retraining_val,denoise,Prolongation,1,f1,0.5570599613152805
sep28k,majority_vote_fixed,denoise,Prolongation,1,f1,0.376425855513308
sep28k,mlp_head_degraded,denoise,Prolongation,1,f1,0.5006451612903225
sep28k,deployment_fixed,denoise,Prolongation,1,precision,0.592964824120603
sep28k,deployment_clean_val,denoise,Prolongation,1,precision,0.5248618784530387
sep28k,deployment_deg_val,denoise,Prolongation,1,precision,0.5329566854990584
sep28k,matched_retraining_fixed,denoise,Prolongation,1,precision,0.5384615384615384
sep28k,matched_retraining_val,denoise,Prolongation,1,precision,0.5034965034965035
sep28k,majority_vote_fixed,denoise,Prolongation,1,precision,0.24874371859296482
sep28k,mlp_head_degraded,denoise,Prolongation,1,precision,0.6198083067092651
sep28k,deployment_fixed,denoise,Prolongation,1,recall,0.5108225108225108
sep28k,deployment_clean_val,denoise,Prolongation,1,recall,0.6168831168831169
sep28k,deployment_deg_val,denoise,Prolongation,1,recall,0.6125541125541125
sep28k,matched_retraining_fixed,denoise,Prolongation,1,recall,0.5757575757575758
sep28k,matched_retraining_val,denoise,Prolongation,1,recall,0.6233766233766234
sep28k,majority_vote_fixed,denoise,Prolongation,1,recall,0.7734375
sep28k,mlp_head_degraded,denoise,Prolongation,1,recall,0.4199134199134199
sep28k,deployment_fixed,denoise,Prolongation,1,auc,0.7650088634271411
sep28k,deployment_clean_val,denoise,Prolongation,1,auc,0.7650088634271411
sep28k,deployment_deg_val,denoise,Prolongation,1,auc,0.7650088634271411
sep28k,matched_retraining_fixed,denoise,Prolongation,1,auc,0.7603203767527142
sep28k,matched_retraining_val,denoise,Prolongation,1,auc,0.7603203767527142
sep28k,majority_vote_fixed,denoise,Prolongation,1,auc,0.8486275050951086
sep28k,mlp_head_degraded,denoise,Prolongation,1,auc,0.7578325306796309
sep28k,deployment_fixed,denoise,Prolongation,1,pr_auc,0.599991857242785
sep28k,deployment_clean_val,denoise,Prolongation,1,pr_auc,0.599991857242785
sep28k,deployment_deg_val,denoise,Prolongation,1,pr_auc,0.599991857242785
sep28k,matched_retraining_fixed,denoise,Prolongation,1,pr_auc,0.5913688892140306
sep28k,matched_retraining_val,denoise,Prolongation,1,pr_auc,0.5913688892140306
sep28k,majority_vote_fixed,denoise,Prolongation,1,pr_auc,0.39308937758809814
sep28k,mlp_head_degraded,denoise,Prolongation,1,pr_auc,0.5893123522613537
sep28k,deployment_fixed,denoise,Prolongation,1,ece,0.0683962355368787
sep28k,deployment_clean_val,denoise,Prolongation,1,ece,0.0683962355368787
sep28k,deployment_deg_val,denoise,Prolongation,1,ece,0.0683962355368787
sep28k,matched_retraining_fixed,denoise,Prolongation,1,ece,0.10677419194430336
sep28k,matched_retraining_val,denoise,Prolongation,1,ece,0.10677419194430336
sep28k,majority_vote_fixed,denoise,Prolongation,1,ece,0.2757211056090307
sep28k,mlp_head_degraded,denoise,Prolongation,1,ece,0.028067389335483327
sep28k,deployment_fixed,denoise,Prolongation,1,brier,0.16998221555506027
sep28k,deployment_clean_val,denoise,Prolongation,1,brier,0.16998221555506027
sep28k,deployment_deg_val,denoise,Prolongation,1,brier,0.16998221555506027
sep28k,matched_retraining_fixed,denoise,Prolongation,1,brier,0.18043575664097367
sep28k,matched_retraining_val,denoise,Prolongation,1,brier,0.18043575664097367
sep28k,majority_vote_fixed,denoise,Prolongation,1,brier,0.1527826908582719
sep28k,mlp_head_degraded,denoise,Prolongation,1,brier,0.16799457371234894
sep28k,deployment_fixed,denoise,SoundRep,1,f1,0.6456521739130435
sep28k,deployment_clean_val,denoise,SoundRep,1,f1,0.6444866920152091
sep28k,deployment_deg_val,denoise,SoundRep,1,f1,0.6502463054187192
sep28k,matched_retraining_fixed,denoise,SoundRep,1,f1,0.6679425837320574
sep28k,matched_retraining_val,denoise,SoundRep,1,f1,0.6626297577854672
sep28k,majority_vote_fixed,denoise,SoundRep,1,f1,0.5188536953242836
sep28k,mlp_head_degraded,denoise,SoundRep,1,f1,0.5148514851485149
sep28k,deployment_fixed,denoise,SoundRep,1,precision,0.6890951276102089
sep28k,deployment_clean_val,denoise,SoundRep,1,precision,0.6021314387211367
sep28k,deployment_deg_val,denoise,SoundRep,1,precision,0.5432098765432098
sep28k,matched_retraining_fixed,denoise,SoundRep,1,precision,0.6276978417266187
sep28k,matched_retraining_val,denoise,SoundRep,1,precision,0.5742128935532234
sep28k,majority_vote_fixed,denoise,SoundRep,1,precision,0.3990719257540603
sep28k,mlp_head_degraded,denoise,SoundRep,1,precision,0.8348623853211009
sep28k,deployment_fixed,denoise,SoundRep,1,recall,0.6073619631901841
sep28k,deployment_clean_val,denoise,SoundRep,1,recall,0.6932515337423313
sep28k,deployment_deg_val,denoise,SoundRep,1,recall,0.8098159509202454
sep28k,matched_retraining_fixed,denoise,SoundRep,1,recall,0.7137014314928425
sep28k,matched_retraining_val,denoise,SoundRep,1,recall,0.7832310838445807
sep28k,majority_vote_fixed,denoise,SoundRep,1,recall,0.7413793103448276
sep28k,mlp_head_degraded,denoise,SoundRep,1,recall,0.3721881390593047
sep28k,deployment_fixed,denoise,SoundRep,1,auc,0.8365848854824133
sep28k,deployment_clean_val,denoise,SoundRep,1,auc,0.8365848854824133
sep28k,deployment_deg_val,denoise,SoundRep,1,auc,0.8365848854824133
sep28k,matched_retraining_fixed,denoise,SoundRep,1,auc,0.8469037087757858
sep28k,matched_retraining_val,denoise,SoundRep,1,auc,0.8469037087757858
sep28k,majority_vote_fixed,denoise,SoundRep,1,auc,0.8594222625529341
sep28k,mlp_head_degraded,denoise,SoundRep,1,auc,0.8279650050894659
sep28k,deployment_fixed,denoise,SoundRep,1,pr_auc,0.7320388427411518
sep28k,deployment_clean_val,denoise,SoundRep,1,pr_auc,0.7320388427411518
sep28k,deployment_deg_val,denoise,SoundRep,1,pr_auc,0.7320388427411518
sep28k,matched_retraining_fixed,denoise,SoundRep,1,pr_auc,0.7383771306676038
sep28k,matched_retraining_val,denoise,SoundRep,1,pr_auc,0.7383771306676038
sep28k,majority_vote_fixed,denoise,SoundRep,1,pr_auc,0.5578405076784755
sep28k,mlp_head_degraded,denoise,SoundRep,1,pr_auc,0.7163443245563268
sep28k,deployment_fixed,denoise,SoundRep,1,ece,0.06050100816867584
sep28k,deployment_clean_val,denoise,SoundRep,1,ece,0.06050100816867584
sep28k,deployment_deg_val,denoise,SoundRep,1,ece,0.06050100816867584
sep28k,matched_retraining_fixed,denoise,SoundRep,1,ece,0.1098887831162688
sep28k,matched_retraining_val,denoise,SoundRep,1,ece,0.1098887831162688
sep28k,majority_vote_fixed,denoise,SoundRep,1,ece,0.21840563930250603
sep28k,mlp_head_degraded,denoise,SoundRep,1,ece,0.09876983254216612
sep28k,deployment_fixed,denoise,SoundRep,1,brier,0.14526691337873285
sep28k,deployment_clean_val,denoise,SoundRep,1,brier,0.14526691337873285
sep28k,deployment_deg_val,denoise,SoundRep,1,brier,0.14526691337873285
sep28k,matched_retraining_fixed,denoise,SoundRep,1,brier,0.15208904773818507
sep28k,matched_retraining_val,denoise,SoundRep,1,brier,0.15208904773818507
sep28k,majority_vote_fixed,denoise,SoundRep,1,brier,0.14676021933616423
sep28k,mlp_head_degraded,denoise,SoundRep,1,brier,0.15705059468746185
sep28k,deployment_fixed,denoise,WordRep,1,f1,0.6355685131195336
sep28k,deployment_clean_val,denoise,WordRep,1,f1,0.647196261682243
sep28k,deployment_deg_val,denoise,WordRep,1,f1,0.6482051282051282
sep28k,matched_retraining_fixed,denoise,WordRep,1,f1,0.664
sep28k,matched_retraining_val,denoise,WordRep,1,f1,0.6600441501103753
sep28k,majority_vote_fixed,denoise,WordRep,1,f1,0.531435349940688
sep28k,mlp_head_degraded,denoise,WordRep,1,f1,0.6099476439790575
sep28k,deployment_fixed,denoise,WordRep,1,precision,0.5618556701030928
sep28k,deployment_clean_val,denoise,WordRep,1,precision,0.6772616136919315
sep28k,deployment_deg_val,denoise,WordRep,1,precision,0.5984848484848485
sep28k,matched_retraining_fixed,denoise,WordRep,1,precision,0.6003616636528029
sep28k,matched_retraining_val,denoise,WordRep,1,precision,0.6514161220043573
sep28k,majority_vote_fixed,denoise,WordRep,1,precision,0.3848797250859107
sep28k,mlp_head_degraded,denoise,WordRep,1,precision,0.7350157728706624
sep28k,deployment_fixed,denoise,WordRep,1,recall,0.7315436241610739
sep28k,deployment_clean_val,denoise,WordRep,1,recall,0.6196868008948546
sep28k,deployment_deg_val,denoise,WordRep,1,recall,0.7069351230425056
sep28k,matched_retraining_fixed,denoise,WordRep,1,recall,0.7427293064876958
sep28k,matched_retraining_val,denoise,WordRep,1,recall,0.668903803131991
sep28k,majority_vote_fixed,denoise,WordRep,1,recall,0.8582375478927203
sep28k,mlp_head_degraded,denoise,WordRep,1,recall,0.5212527964205816
sep28k,deployment_fixed,denoise,WordRep,1,auc,0.8248824678739054
sep28k,deployment_clean_val,denoise,WordRep,1,auc,0.8248824678739054
sep28k,deployment_deg_val,denoise,WordRep,1,auc,0.8248824678739054
sep28k,matched_retraining_fixed,denoise,WordRep,1,auc,0.8400495934154846
sep28k,matched_retraining_val,denoise,WordRep,1,auc,0.8400495934154846
sep28k,majority_vote_fixed,denoise,WordRep,1,auc,0.8659690567959735
sep28k,mlp_head_degraded,denoise,WordRep,1,auc,0.825932156362839
sep28k,deployment_fixed,denoise,WordRep,1,pr_auc,0.6664710634599724
sep28k,deployment_clean_val,denoise,WordRep,1,pr_auc,0.6664710634599724
sep28k,deployment_deg_val,denoise,WordRep,1,pr_auc,0.6664710634599724
sep28k,matched_retraining_fixed,denoise,WordRep,1,pr_auc,0.666224414273765
sep28k,matched_retraining_val,denoise,WordRep,1,pr_auc,0.666224414273765
sep28k,majority_vote_fixed,denoise,WordRep,1,pr_auc,0.5109838753580237
sep28k,mlp_head_degraded,denoise,WordRep,1,pr_auc,0.7066621899417972
sep28k,deployment_fixed,denoise,WordRep,1,ece,0.15663791966585147
sep28k,deployment_clean_val,denoise,WordRep,1,ece,0.15663791966585147
sep28k,deployment_deg_val,denoise,WordRep,1,ece,0.15663791966585147
sep28k,matched_retraining_fixed,denoise,WordRep,1,ece,0.14456423089190823
sep28k,matched_retraining_val,denoise,WordRep,1,ece,0.14456423089190823
sep28k,majority_vote_fixed,denoise,WordRep,1,ece,0.27288791966585146
sep28k,mlp_head_degraded,denoise,WordRep,1,ece,0.055760830910876386
sep28k,deployment_fixed,denoise,WordRep,1,brier,0.16753918907947188
sep28k,deployment_clean_val,denoise,WordRep,1,brier,0.16753918907947188
sep28k,deployment_deg_val,denoise,WordRep,1,brier,0.16753918907947188
sep28k,matched_retraining_fixed,denoise,WordRep,1,brier,0.15999836272283688
sep28k,matched_retraining_val,denoise,WordRep,1,brier,0.15999836272283688
sep28k,majority_vote_fixed,denoise,WordRep,1,brier,0.18163501179292207
sep28k,mlp_head_degraded,denoise,WordRep,1,brier,0.14030848443508148
sep28k,deployment_fixed,denoise,Interjection,1,f1,0.7564102564102564
sep28k,deployment_clean_val,denoise,Interjection,1,f1,0.7555898226676947
sep28k,deployment_deg_val,denoise,Interjection,1,f1,0.7607170693686672
sep28k,matched_retraining_fixed,denoise,Interjection,1,f1,0.761544284632854
sep28k,matched_retraining_val,denoise,Interjection,1,f1,0.7600913937547601
sep28k,majority_vote_fixed,denoise,Interjection,1,f1,0.7322515212981744
sep28k,mlp_head_degraded,denoise,Interjection,1,f1,0.7121866897147796
sep28k,deployment_fixed,denoise,Interjection,1,precision,0.8309859154929577
sep28k,deployment_clean_val,denoise,Interjection,1,precision,0.7941653160453809
sep28k,deployment_deg_val,denoise,Interjection,1,precision,0.8092868988391376
sep28k,matched_retraining_fixed,denoise,Interjection,1,precision,0.7847113884555382
sep28k,matched_retraining_val,denoise,Interjection,1,precision,0.7883096366508688
sep28k,majority_vote_fixed,denoise,Interjection,1,precision,0.6355633802816901
sep28k,mlp_head_degraded,denoise,Interjection,1,precision,0.8637316561844863
sep28k,deployment_fixed,denoise,Interjection,1,recall,0.6941176470588235
sep28k,deployment_clean_val,denoise,Interjection,1,recall,0.7205882352941176
sep28k,deployment_deg_val,denoise,Interjection,1,recall,0.7176470588235294
sep28k,matched_retraining_fixed,denoise,Interjection,1,recall,0.7397058823529412
sep28k,matched_retraining_val,denoise,Interjection,1,recall,0.7338235294117647
sep28k,majority_vote_fixed,denoise,Interjection,1,recall,0.8636363636363636
sep28k,mlp_head_degraded,denoise,Interjection,1,recall,0.6058823529411764
sep28k,deployment_fixed,denoise,Interjection,1,auc,0.8558871483375958
sep28k,deployment_clean_val,denoise,Interjection,1,auc,0.8558871483375958
sep28k,deployment_deg_val,denoise,Interjection,1,auc,0.8558871483375958
sep28k,matched_retraining_fixed,denoise,Interjection,1,auc,0.8632560741687979
sep28k,matched_retraining_val,denoise,Interjection,1,auc,0.8632560741687979
sep28k,majority_vote_fixed,denoise,Interjection,1,auc,0.9146831661525756
sep28k,mlp_head_degraded,denoise,Interjection,1,auc,0.8555994245524297
sep28k,deployment_fixed,denoise,Interjection,1,pr_auc,0.8510562685057755
sep28k,deployment_clean_val,denoise,Interjection,1,pr_auc,0.8510562685057755
sep28k,deployment_deg_val,denoise,Interjection,1,pr_auc,0.8510562685057755
sep28k,matched_retraining_fixed,denoise,Interjection,1,pr_auc,0.8518874188131226
sep28k,matched_retraining_val,denoise,Interjection,1,pr_auc,0.8518874188131226
sep28k,majority_vote_fixed,denoise,Interjection,1,pr_auc,0.8141280472016454
sep28k,mlp_head_degraded,denoise,Interjection,1,pr_auc,0.8480825211922836
sep28k,deployment_fixed,denoise,Interjection,1,ece,0.04529540782914033
sep28k,deployment_clean_val,denoise,Interjection,1,ece,0.04529540782914033
sep28k,deployment_deg_val,denoise,Interjection,1,ece,0.04529540782914033
sep28k,matched_retraining_fixed,denoise,Interjection,1,ece,0.0503371236108183
sep28k,matched_retraining_val,denoise,Interjection,1,ece,0.0503371236108183
sep28k,majority_vote_fixed,denoise,Interjection,1,ece,0.17123176620230726
sep28k,mlp_head_degraded,denoise,Interjection,1,ece,0.06087166643701493
sep28k,deployment_fixed,denoise,Interjection,1,brier,0.1455819772866926
sep28k,deployment_clean_val,denoise,Interjection,1,brier,0.1455819772866926
sep28k,deployment_deg_val,denoise,Interjection,1,brier,0.1455819772866926
sep28k,matched_retraining_fixed,denoise,Interjection,1,brier,0.14532126695713665
sep28k,matched_retraining_val,denoise,Interjection,1,brier,0.14532126695713665
sep28k,majority_vote_fixed,denoise,Interjection,1,brier,0.13013043928533655
sep28k,mlp_head_degraded,denoise,Interjection,1,brier,0.15014220774173737
sep28k,deployment_fixed,full_chain_novad,Block,1,f1,0.5287553648068669
sep28k,deployment_clean_val,full_chain_novad,Block,1,f1,0.6267409470752089
sep28k,deployment_deg_val,full_chain_novad,Block,1,f1,0.6598802395209581
sep28k,matched_retraining_fixed,full_chain_novad,Block,1,f1,0.6321757618710134
sep28k,matched_retraining_val,full_chain_novad,Block,1,f1,0.6595611285266457
sep28k,majority_vote_fixed,full_chain_novad,Block,1,f1,0.37978560490045943
sep28k,mlp_head_degraded,full_chain_novad,Block,1,f1,0.5541561712846348
sep28k,deployment_fixed,full_chain_novad,Block,1,precision,0.7031963470319634
sep28k,deployment_clean_val,full_chain_novad,Block,1,precision,0.6346967559943583
sep28k,deployment_deg_val,full_chain_novad,Block,1,precision,0.584305408271474
sep28k,matched_retraining_fixed,full_chain_novad,Block,1,precision,0.652046783625731
sep28k,matched_retraining_val,full_chain_novad,Block,1,precision,0.6059907834101382
sep28k,majority_vote_fixed,full_chain_novad,Block,1,precision,0.2831050228310502
sep28k,mlp_head_degraded,full_chain_novad,Block,1,precision,0.7112068965517241
sep28k,deployment_fixed,full_chain_novad,Block,1,recall,0.4236588720770289
sep28k,deployment_clean_val,full_chain_novad,Block,1,recall,0.6189821182943603
sep28k,deployment_deg_val,full_chain_novad,Block,1,recall,0.7579092159559835
sep28k,matched_retraining_fixed,full_chain_novad,Block,1,recall,0.6134800550206327
sep28k,matched_retraining_val,full_chain_novad,Block,1,recall,0.7235213204951857
sep28k,majority_vote_fixed,full_chain_novad,Block,1,recall,0.5767441860465117
sep28k,mlp_head_degraded,full_chain_novad,Block,1,recall,0.45392022008253097
sep28k,deployment_fixed,full_chain_novad,Block,1,auc,0.7174157949551815
sep28k,deployment_clean_val,full_chain_novad,Block,1,auc,0.7174157949551815
sep28k,deployment_deg_val,full_chain_novad,Block,1,auc,0.7174157949551815
sep28k,matched_retraining_fixed,full_chain_novad,Block,1,auc,0.7244036674119346
sep28k,matched_retraining_val,full_chain_novad,Block,1,auc,0.7244036674119346
sep28k,majority_vote_fixed,full_chain_novad,Block,1,auc,0.7501267735706489
sep28k,mlp_head_degraded,full_chain_novad,Block,1,auc,0.7326961528098811
sep28k,deployment_fixed,full_chain_novad,Block,1,pr_auc,0.6745590060989751
sep28k,deployment_clean_val,full_chain_novad,Block,1,pr_auc,0.6745590060989751
sep28k,deployment_deg_val,full_chain_novad,Block,1,pr_auc,0.6745590060989751
sep28k,matched_retraining_fixed,full_chain_novad,Block,1,pr_auc,0.6776459066350543
sep28k,matched_retraining_val,full_chain_novad,Block,1,pr_auc,0.6776459066350543
sep28k,majority_vote_fixed,full_chain_novad,Block,1,pr_auc,0.3206933087457819
sep28k,mlp_head_degraded,full_chain_novad,Block,1,pr_auc,0.6915893774352352
sep28k,deployment_fixed,full_chain_novad,Block,1,ece,0.06245820308413225
sep28k,deployment_clean_val,full_chain_novad,Block,1,ece,0.06245820308413225
sep28k,deployment_deg_val,full_chain_novad,Block,1,ece,0.06245820308413225
sep28k,matched_retraining_fixed,full_chain_novad,Block,1,ece,0.02172864950205481
sep28k,matched_retraining_val,full_chain_novad,Block,1,ece,0.02172864950205481
sep28k,majority_vote_fixed,full_chain_novad,Block,1,ece,0.2586034218789609
sep28k,mlp_head_degraded,full_chain_novad,Block,1,ece,0.07609240234829485
sep28k,deployment_fixed,full_chain_novad,Block,1,brier,0.21636401675101574
sep28k,deployment_clean_val,full_chain_novad,Block,1,brier,0.21636401675101574
sep28k,deployment_deg_val,full_chain_novad,Block,1,brier,0.21636401675101574
sep28k,matched_retraining_fixed,full_chain_novad,Block,1,brier,0.2108720486936431
sep28k,matched_retraining_val,full_chain_novad,Block,1,brier,0.2108720486936431
sep28k,majority_vote_fixed,full_chain_novad,Block,1,brier,0.17791465936678652
sep28k,mlp_head_degraded,full_chain_novad,Block,1,brier,0.212900310754776
sep28k,deployment_fixed,full_chain_novad,Prolongation,1,f1,0.5352112676056338
sep28k,deployment_clean_val,full_chain_novad,Prolongation,1,f1,0.5636363636363636
sep28k,deployment_deg_val,full_chain_novad,Prolongation,1,f1,0.5578231292517006
sep28k,matched_retraining_fixed,full_chain_novad,Prolongation,1,f1,0.5458377239199157
sep28k,matched_retraining_val,full_chain_novad,Prolongation,1,f1,0.5511197663096398
sep28k,majority_vote_fixed,full_chain_novad,Prolongation,1,f1,0.3783783783783784
sep28k,mlp_head_degraded,full_chain_novad,Prolongation,1,f1,0.48157894736842105
sep28k,deployment_fixed,full_chain_novad,Prolongation,1,precision,0.5846153846153846
sep28k,deployment_clean_val,full_chain_novad,Prolongation,1,precision,0.5284090909090909
sep28k,deployment_deg_val,full_chain_novad,Prolongation,1,precision,0.5061728395061729
sep28k,matched_retraining_fixed,full_chain_novad,Prolongation,1,precision,0.5318275154004107
sep28k,matched_retraining_val,full_chain_novad,Prolongation,1,precision,0.5008849557522124
sep28k,majority_vote_fixed,full_chain_novad,Prolongation,1,precision,0.2512820512820513
sep28k,mlp_head_degraded,full_chain_novad,Prolongation,1,precision,0.6140939597315436
sep28k,deployment_fixed,full_chain_novad,Prolongation,1,recall,0.4935064935064935
sep28k,deployment_clean_val,full_chain_novad,Prolongation,1,recall,0.6038961038961039
sep28k,deployment_deg_val,full_chain_novad,Prolongation,1,recall,0.6212121212121212
sep28k,matched_retraining_fixed,full_chain_novad,Prolongation,1,recall,0.5606060606060606
sep28k,matched_retraining_val,full_chain_novad,Prolongation,1,recall,0.6125541125541125
sep28k,majority_vote_fixed,full_chain_novad,Prolongation,1,recall,0.765625
sep28k,mlp_head_degraded,full_chain_novad,Prolongation,1,recall,0.3961038961038961
sep28k,deployment_fixed,full_chain_novad,Prolongation,1,auc,0.7627435540440812
sep28k,deployment_clean_val,full_chain_novad,Prolongation,1,auc,0.7627435540440812
sep28k,deployment_deg_val,full_chain_novad,Prolongation,1,auc,0.7627435540440812
sep28k,matched_retraining_fixed,full_chain_novad,Prolongation,1,auc,0.7539219714087904
sep28k,matched_retraining_val,full_chain_novad,Prolongation,1,auc,0.7539219714087904
sep28k,majority_vote_fixed,full_chain_novad,Prolongation,1,auc,0.8465947690217391
sep28k,mlp_head_degraded,full_chain_novad,Prolongation,1,auc,0.7538934410639156
sep28k,deployment_fixed,full_chain_novad,Prolongation,1,pr_auc,0.5954031116390731
sep28k,deployment_clean_val,full_chain_novad,Prolongation,1,pr_auc,0.5954031116390731
